name,style,ounces,abv,ibu,brewery,city,state
Focal Banger,American IPA,16.0,7.0,,The Alchemist,Waterbury,VT
Heady Topper,American Double / Imperial IPA,16.0,8.0,120.0,The Alchemist,Waterbury,VT
Indian Paintbrush IPA,American IPA,12.0,7.0,75.0,The Black Tooth Brewing Company,Sheridan,WY
Wagon Box Wheat Beer,American Pale Wheat Ale,12.0,5.9,15.0,The Black Tooth Brewing Company,Sheridan,WY
Birdhouse Pale Ale,Belgian Pale Ale,12.0,5.0,,The Brewer's Art,Baltimore,MD
Ozzy,Belgian Pale Ale,12.0,7.3,,The Brewer's Art,Baltimore,MD
Resurrection,Dubbel,12.0,7.0,,The Brewer's Art,Baltimore,MD
Bronx Summer Pale Ale,American Pale Ale (APA),16.0,5.2,16.0,The Bronx Brewery,Bronx,NY
Bronx Black Pale Ale,American Black Ale,16.0,5.7,46.0,The Bronx Brewery,Bronx,NY
Bronx Pale Ale,American Pale Ale (APA),16.0,6.3,50.0,The Bronx Brewery,Bronx,NY
Surfrider,American Pale Ale (APA),16.0,5.2,35.0,The Dudes' Brewing Company,Torrance,CA
Kolschtal Eddy,Kölsch,16.0,5.5,,The Dudes' Brewing Company,Torrance,CA
South Bay Session IPA,American IPA,16.0,5.0,,The Dudes' Brewing Company,Torrance,CA
Grandma's Pecan,English Brown Ale,16.0,6.9,34.0,The Dudes' Brewing Company,Torrance,CA
Double Trunk,American Double / Imperial IPA,16.0,9.9,101.0,The Dudes' Brewing Company,Torrance,CA
Just IPA,American IPA,12.0,4.6,45.0,The Just Beer Project,Burlington,VT
Lionshead,American Pilsner,12.0,4.5,,The Lion Brewery,Wilkes-Barre,PA
Manhattan Gold Lager,American Amber / Red Lager,12.0,,,The Manhattan Brewing Company,New York,NY
G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0,5.2,,The Mitten Brewing Company,Grand Rapids,MI
Northern Hawk Owl Amber,American Amber / Red Ale,12.0,5.8,,The Right Brain Brewery,Traverse City,MI
CEO Stout,American Stout,16.0,5.9,,The Right Brain Brewery,Traverse City,MI
Will Power Pale Ale,American Pale Ale (APA),16.0,4.7,,The Right Brain Brewery,Traverse City,MI
Curious Traveler Shandy,Shandy,12.0,4.4,,The Traveler Beer Company,Burlington,VT
Hunny Do Wheat,American Pale Wheat Ale,12.0,4.8,18.0,Third Street Brewhouse,Cold Spring,MN
Three Way Pale Ale,American Pale Ale (APA),12.0,5.2,,Third Street Brewhouse,Cold Spring,MN
Rise to the Top,Cream Ale,12.0,4.1,,Third Street Brewhouse,Cold Spring,MN
Lost Trout Brown Ale,American Brown Ale,12.0,4.9,,Third Street Brewhouse,Cold Spring,MN
Knotty Blonde Ale,American Blonde Ale,12.0,4.0,18.0,Three Creeks Brewing,Sisters,OR
Fivepine Chocolate Porter,American Porter,12.0,6.2,40.0,Three Creeks Brewing,Sisters,OR
Hoodoo Voodoo IPA,American IPA,12.0,6.2,82.0,Three Creeks Brewing,Sisters,OR
Hydraulion Red,Irish Red Ale,12.0,5.3,22.0,Three Notch'd Brewing Company,Charlottesville,VA
40 Mile IPA,American IPA,12.0,6.0,50.0,Three Notch'd Brewing Company,Charlottesville,VA
Citra Faced,American Pale Wheat Ale,16.0,5.5,64.0,Three Pints Brewing,Martinsville,IN
Pole Barn Stout,Oatmeal Stout,16.0,5.5,31.0,Three Pints Brewing,Martinsville,IN
Pale,American Pale Ale (APA),16.0,5.4,37.0,Three Pints Brewing,Martinsville,IN
Yoshi's Nectar,California Common / Steam Beer,16.0,5.3,27.0,Three Pints Brewing,Martinsville,IN
Leatherhead Red,American Amber / Red Ale,12.0,5.2,,Thunderhead Brewing Company,Kearney,NE
Cropduster Mid-American IPA,American IPA,12.0,6.5,,Thunderhead Brewing Company,Kearney,NE
Golden Frau Honey Wheat,Braggot,12.0,7.5,,Thunderhead Brewing Company,Kearney,NE
Cornstalker Dark Wheat,American Dark Wheat Ale,12.0,,,Thunderhead Brewing Company,Kearney,NE
Cafe Leche,American Porter,16.0,5.8,20.0,Tin Man Brewing Company,Evansville,IN
Damascene Apricot Sour,Fruit / Vegetable Beer,16.0,5.2,12.0,Tin Man Brewing Company,Evansville,IN
Csar,Russian Imperial Stout,16.0,12.0,90.0,Tin Man Brewing Company,Evansville,IN
Klingon Warnog Roggen Dunkel,Roggenbier,16.0,5.5,,Tin Man Brewing Company,Evansville,IN
Overlord Imperial IPA,American Double / Imperial IPA,16.0,8.5,115.0,Tin Man Brewing Company,Evansville,IN
Alloy,American IPA,16.0,5.8,36.0,Tin Man Brewing Company,Evansville,IN
Rivet Irish Red Ale,Irish Red Ale,16.0,5.1,22.0,Tin Man Brewing Company,Evansville,IN
3 Gear Robust Porter,American Porter,16.0,5.2,50.0,Tin Man Brewing Company,Evansville,IN
Circuit Bohemian Pilsner,Czech Pilsener,16.0,4.5,35.0,Tin Man Brewing Company,Evansville,IN
Turnrow Harvest Ale,American Blonde Ale,12.0,5.5,,Tin Roof Brewing Company,Baton Rouge,LA
Juke Joint IPA,American IPA,12.0,7.0,60.0,Tin Roof Brewing Company,Baton Rouge,LA
Parade Ground Coffee Porter,American Porter,12.0,7.0,35.0,Tin Roof Brewing Company,Baton Rouge,LA
Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12.0,5.0,21.0,Tin Roof Brewing Company,Baton Rouge,LA
Tin Roof Blonde Ale,American Blonde Ale,12.0,4.5,18.0,Tin Roof Brewing Company,Baton Rouge,LA
Voodoo Bengal Pale Ale,American Pale Ale (APA),12.0,5.5,37.0,Tin Roof Brewing Company,Baton Rouge,LA
Perfect Tin Amber,American Amber / Red Ale,12.0,4.5,28.0,Tin Roof Brewing Company,Baton Rouge,LA
IPA & a Half,American IPA,12.0,7.3,87.0,Tommyknocker Brewery,Idaho Springs,CO
Ornery Amber Lager,Vienna Lager,12.0,5.5,33.0,Tommyknocker Brewery,Idaho Springs,CO
Big Island Shandy,Shandy,16.0,5.0,,Tonka Beer Company,Minnetonka,MN
Preservation IPA,American IPA,16.0,6.8,,Tonka Beer Company,Minnetonka,MN
Almanac IPA,American IPA,12.0,6.2,72.0,Tractor Brewing Company,Albuquerque,NM
Milk Mustachio Stout,Milk / Sweet Stout,12.0,6.5,,Tractor Brewing Company,Albuquerque,NM
Farmer's Tan Red Ale,American Amber / Red Ale,12.0,6.0,30.0,Tractor Brewing Company,Albuquerque,NM
Triangle India Pale Ale,American IPA,12.0,5.7,,Triangle Brewing Company,Durham,NC
Triangle White Ale,Witbier,12.0,5.0,,Triangle Brewing Company,Durham,NC
Triangle Belgian Golden Ale,Belgian Strong Pale Ale,12.0,8.0,,Triangle Brewing Company,Durham,NC
Troegenator,Doppelbock,16.0,8.2,,Tröegs Brewing Company,Hershey,PA
Nugget Nectar,American Amber / Red Ale,16.0,7.5,93.0,Tröegs Brewing Company,Hershey,PA
Sunshine Pils,American Pilsner,12.0,4.5,45.0,Tröegs Brewing Company,Hershey,PA
Troegenator Doublebock,Doppelbock,16.0,8.2,25.0,Tröegs Brewing Company,Hershey,PA
Perpetual IPA,American IPA,12.0,7.5,85.0,Tröegs Brewing Company,Hershey,PA
Greenville Pale Ale,American Pale Ale (APA),12.0,5.5,52.0,Twin Lakes Brewing Company,Greenville,DE
Hoppy Boy,American IPA,16.0,6.2,65.0,Twisted Pine Brewing Company,Boulder,CO
Cow Creek,American Amber / Red Lager,12.0,5.4,26.0,Twisted X Brewing Company,Dripping Springs,TX
Chupahopra,American IPA,12.0,7.5,63.0,Twisted X Brewing Company,Dripping Springs,TX
Twisted X,American Adjunct Lager,12.0,5.1,19.0,Twisted X Brewing Company,Dripping Springs,TX
Day Hike Session,American IPA,12.0,4.1,41.0,Two Beers Brewing Company,Seattle,WA
Trailhead ISA,American IPA,12.0,4.8,48.0,Two Beers Brewing Company,Seattle,WA
Immersion Amber,American Amber / Red Ale,12.0,5.2,27.0,Two Beers Brewing Company,Seattle,WA
Evo IPA,American IPA,12.0,6.2,70.0,Two Beers Brewing Company,Seattle,WA
Presidential Pils,Czech Pilsener,12.0,4.8,,Two Beers Brewing Company,Seattle,WA
Evolutionary IPA,American IPA,12.0,6.2,70.0,Two Beers Brewing Company,Seattle,WA
Persnickety Pale,American Pale Ale (APA),12.0,5.7,36.0,Two Beers Brewing Company,Seattle,WA
SoDo Brown Ale,American Brown Ale,12.0,5.4,20.0,Two Beers Brewing Company,Seattle,WA
Immersion Amber Ale,American Amber / Red Ale,12.0,5.2,27.0,Two Beers Brewing Company,Seattle,WA
Trailhead India Style Session Ale,American IPA,12.0,4.8,48.0,Two Beers Brewing Company,Seattle,WA
Panorama Wheat Ale,American Pale Wheat Ale,12.0,4.6,,Two Beers Brewing Company,Seattle,WA
Wobble,American IPA,16.0,6.3,69.0,Two Brothers Brewing Company,Warrenville,IL
Night Cat,American Dark Wheat Ale,12.0,5.8,43.0,Two Brothers Brewing Company,Warrenville,IL
Dog Days Lager,Dortmunder / Export Lager,12.0,5.1,17.0,Two Brothers Brewing Company,Warrenville,IL
Sidekick Extra Pale Ale,American Pale Ale (APA),12.0,5.1,36.0,Two Brothers Brewing Company,Warrenville,IL
Atom Smasher,Märzen / Oktoberfest,12.0,7.7,23.0,Two Brothers Brewing Company,Warrenville,IL
Testudo,Bière de Garde,12.0,4.5,,Two Brothers Brewing Company,Warrenville,IL
Hobnob B & B Pale Ale,American Pale Ale (APA),12.0,6.5,,Two Brothers Brewing Company,Warrenville,IL
Cane and Ebel,American Strong Ale,12.0,7.0,68.0,Two Brothers Brewing Company,Warrenville,IL
The Gilded Age,Munich Helles Lager,12.0,4.5,,Two Henrys Brewing Company,Plant City,FL
No Limits Hefeweizen,Hefeweizen,16.0,5.0,,Two Roads Brewing Company,Stratford,CT
Honeyspot Road White IPA,American White IPA,12.0,6.0,,Two Roads Brewing Company,Stratford,CT
Road 2 Ruin Double IPA,American Double / Imperial IPA,12.0,7.2,,Two Roads Brewing Company,Stratford,CT
Workers Comp Saison,Saison / Farmhouse Ale,12.0,4.8,,Two Roads Brewing Company,Stratford,CT
Ol' Factory Pils,German Pilsener,12.0,5.0,,Two Roads Brewing Company,Stratford,CT
PUNK'N,Pumpkin Ale,12.0,5.0,10.0,Uinta Brewing Company,Salt Lake City,UT
Yard Sale Winter Lager,American Amber / Red Lager,12.0,4.0,22.0,Uinta Brewing Company,Salt Lake City,UT
Trader Session IPA,American IPA,12.0,4.0,42.0,Uinta Brewing Company,Salt Lake City,UT
Hop Nosh IPA,American IPA,12.0,7.3,83.0,Uinta Brewing Company,Salt Lake City,UT
SUM'R,American Blonde Ale,12.0,4.0,17.0,Uinta Brewing Company,Salt Lake City,UT
Organic Baba Black Lager,Schwarzbier,12.0,4.0,32.0,Uinta Brewing Company,Salt Lake City,UT
Hop Notch IPA,American IPA,12.0,7.3,82.0,Uinta Brewing Company,Salt Lake City,UT
Cutthroat Pale Ale,American Pale Ale (APA),12.0,4.0,34.0,Uinta Brewing Company,Salt Lake City,UT
WYLD Extra Pale Ale,American Pale Ale (APA),12.0,4.0,29.0,Uinta Brewing Company,Salt Lake City,UT
Pilsner Ukiah,German Pilsener,12.0,5.5,,Ukiah Brewing Company,Ukiah,CA
The Green Room,American IPA,16.0,6.0,75.0,Uncle Billy's Brewery and Smokeh...,Austin,TX
Humbucker Helles,Maibock / Helles Bock,16.0,4.7,25.0,Uncle Billy's Brewery and Smokeh...,Austin,TX
Uncle John's Apple Cherry Cider,Cider,16.0,6.5,,Uncle John's Fruit House Winery,St. John's,MI
Uncle John's Apricot Apple Cider,Cider,16.0,6.5,,Uncle John's Fruit House Winery,St. John's,MI
Draught Hard Apple Cider,Cider,16.0,6.5,,Uncle John's Fruit House Winery,St. John's,MI
Scotty K NA,Low Alcohol Beer,16.0,0.1,,Uncommon Brewers,Santa Cruz,CA
Bacon Brown Ale,American Brown Ale,16.0,6.8,,Uncommon Brewers,Santa Cruz,CA
Golden State Ale,Belgian Pale Ale,16.0,6.4,,Uncommon Brewers,Santa Cruz,CA
Baltic Porter,Baltic Porter,16.0,7.8,,Uncommon Brewers,Santa Cruz,CA
Siamese twin,Dubbel,16.0,8.5,,Uncommon Brewers,Santa Cruz,CA
Double Duckpin,American Double / Imperial IPA,12.0,8.5,90.0,Union Craft Brewing,Baltimore,MD
Old Pro,Gose,12.0,4.2,10.0,Union Craft Brewing,Baltimore,MD
Duckpin Pale Ale,American Pale Ale (APA),12.0,5.5,,Union Craft Brewing,Baltimore,MD
Balt Altbier,Altbier,12.0,6.0,,Union Craft Brewing,Baltimore,MD
Campside Session IPA,American IPA,16.0,4.5,50.0,Upland Brewing Company,Bloomington,IN
Upland Wheat Ale,Witbier,16.0,4.5,15.0,Upland Brewing Company,Bloomington,IN
Dragonfly IPA,American IPA,16.0,6.0,,Upland Brewing Company,Bloomington,IN
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),19.2,12.8,,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,10.4,,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2,6.8,24.0,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2,9.9,51.0,Upslope Brewing Company,Boulder,CO
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,19.2,7.6,,Upslope Brewing Company,Boulder,CO
Blood Orange Saison,Saison / Farmhouse Ale,12.0,6.0,,Upslope Brewing Company,Boulder,CO
Thai Style White IPA,American White IPA,12.0,6.5,33.0,Upslope Brewing Company,Boulder,CO
Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2,7.5,30.0,Upslope Brewing Company,Boulder,CO
Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2,9.9,90.0,Upslope Brewing Company,Boulder,CO
Upslope Christmas Ale,Winter Warmer,16.0,8.2,,Upslope Brewing Company,Boulder,CO
Upslope Pumpkin Ale,Pumpkin Ale,16.0,7.7,,Upslope Brewing Company,Boulder,CO
Upslope Belgian Style Pale Ale,Belgian Pale Ale,12.0,7.5,30.0,Upslope Brewing Company,Boulder,CO
Upslope Foreign Style Stout,Foreign / Export Stout,12.0,6.9,,Upslope Brewing Company,Boulder,CO
Top Rope Mexican-style Craft Lager,Vienna Lager,12.0,4.8,15.0,Upslope Brewing Company,Boulder,CO
Upslope Craft Lager,Vienna Lager,12.0,4.8,22.0,Upslope Brewing Company,Boulder,CO
Upslope Brown Ale,English Brown Ale,12.0,6.7,,Upslope Brewing Company,Boulder,CO
Upslope Pale Ale,American Pale Ale (APA),12.0,5.8,,Upslope Brewing Company,Boulder,CO
Upslope India Pale Ale,American IPA,12.0,7.2,,Upslope Brewing Company,Boulder,CO
Common Sense Kentucky Common Ale,American Brown Ale,16.0,5.3,22.0,Upstate Brewing Company,Elmira,NY
Upstate I.P.W.,American IPA,12.0,6.5,70.0,Upstate Brewing Company,Elmira,NY
Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0,4.0,,Utah Brewers Cooperative,Salt Lake City,UT
Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0,9.0,75.0,Utah Brewers Cooperative,Salt Lake City,UT
Devastator Double Bock,Doppelbock,12.0,8.0,,Utah Brewers Cooperative,Salt Lake City,UT
Wasatch Ghostrider White IPA,American White IPA,12.0,6.0,,Utah Brewers Cooperative,Salt Lake City,UT
Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0,4.0,,Utah Brewers Cooperative,Salt Lake City,UT
Nunica Pine,Cider,16.0,6.8,,Vander Mill Ciders,Spring Lake,MI
Ginger Peach,Cider,16.0,6.9,,Vander Mill Ciders,Spring Lake,MI
Totally Roasted,Cider,16.0,6.8,,Vander Mill Ciders,Spring Lake,MI
Blue Gold,Cider,16.0,6.8,,Vander Mill Ciders,Spring Lake,MI
Hard Apple,Cider,16.0,6.8,,Vander Mill Ciders,Spring Lake,MI
Nitro Can Coffee Stout,American Stout,12.0,5.2,,Vault Brewing Company,Yardley,PA
Voodoo Love Child,Tripel,12.0,9.2,25.0,Voodoo Brewery,Meadville,PA
White Magick of the Sun,Witbier,12.0,7.9,23.0,Voodoo Brewery,Meadville,PA
Wynona's Big Brown Ale,American Brown Ale,12.0,7.5,31.0,Voodoo Brewery,Meadville,PA
Gran Met,Belgian Strong Pale Ale,12.0,9.2,25.0,Voodoo Brewery,Meadville,PA
Good Vibes IPA,American IPA,12.0,7.3,85.0,Voodoo Brewery,Meadville,PA
Pilzilla,American Double / Imperial Pilsner,12.0,7.5,85.0,Voodoo Brewery,Meadville,PA
Wachusett Light IPA,American IPA,12.0,4.0,37.0,Wachusett Brewing Company,Westminster,MA
Green Monsta IPA,American IPA,12.0,6.0,55.0,Wachusett Brewing Company,Westminster,MA
Wachusett IPA,American IPA,12.0,5.6,50.0,Wachusett Brewing Company,Westminster,MA
Strawberry White,Witbier,12.0,4.7,,Wachusett Brewing Company,Westminster,MA
Larry Imperial IPA,American Double / Imperial IPA,12.0,8.5,85.0,Wachusett Brewing Company,Westminster,MA
Wachusett Summer,American Pale Wheat Ale,12.0,4.7,,Wachusett Brewing Company,Westminster,MA
Country Pale Ale,English Pale Ale,12.0,5.1,17.0,Wachusett Brewing Company,Westminster,MA
Pumpkan,Pumpkin Ale,12.0,5.2,20.0,Wachusett Brewing Company,Westminster,MA
Wachusett Blueberry Ale,Fruit / Vegetable Beer,12.0,4.5,10.0,Wachusett Brewing Company,Westminster,MA
T-6 Red Ale,American Amber / Red Ale,12.0,4.7,,Warbird Brewing Company,Fort Wayne,IN
Self Starter,American IPA,16.0,5.2,67.0,Warped Wing Brewing Company,Dayton,OH
Ermal's,Cream Ale,16.0,5.4,20.0,Warped Wing Brewing Company,Dayton,OH
10 Ton,Oatmeal Stout,16.0,7.0,,Warped Wing Brewing Company,Dayton,OH
Flyin' Rye,American IPA,16.0,7.0,,Warped Wing Brewing Company,Dayton,OH
Christmas Ale,Herbed / Spiced Beer,12.0,9.0,,West Sixth Brewing,Lexington,KY
Pay It Forward Cocoa Porter,American Porter,12.0,7.0,,West Sixth Brewing,Lexington,KY
West Sixth Amber Ale,American Amber / Red Ale,12.0,5.5,,West Sixth Brewing,Lexington,KY
West Sixth IPA,American IPA,12.0,,,West Sixth Brewing,Lexington,KY
One Claw,American Pale Ale (APA),12.0,5.5,,Westbrook Brewing Company,Mt. Pleasant,SC
Westbrook Gose,Gose,12.0,4.0,5.0,Westbrook Brewing Company,Mt. Pleasant,SC
White Thai,Witbier,12.0,5.0,16.0,Westbrook Brewing Company,Mt. Pleasant,SC
Westbrook IPA,American IPA,12.0,6.8,65.0,Westbrook Brewing Company,Mt. Pleasant,SC
Westfield Octoberfest,Märzen / Oktoberfest,12.0,5.7,22.0,Westfield River Brewing Company,Westfield,MA
Pop's Old Fashioned Lager,American Amber / Red Lager,12.0,5.2,,Westfield River Brewing Company,Westfield,MA
Charlie in the Rye,American IPA,12.0,5.8,55.0,Westfield River Brewing Company,Westfield,MA
Royal Lager,American Pale Lager,16.0,,,Weston Brewing Company,Weston,MO
Rip Van Winkle,Bock,12.0,8.0,,Weston Brewing Company,Weston,MO
O’Malley’s Stout,English Stout,12.0,,,Weston Brewing Company,Weston,MO
O’Malley’s IPA,American IPA,12.0,7.5,89.0,Weston Brewing Company,Weston,MO
O’Malley’s Irish Style Cream Ale,Cream Ale,12.0,,,Weston Brewing Company,Weston,MO
L'il Lucy's Hot Pepper Ale,Chile Beer,12.0,4.9,28.0,Weston Brewing Company,Weston,MO
Drop Kick Ale,American Amber / Red Ale,12.0,5.2,,Weston Brewing Company,Weston,MO
Raspberry Berliner Weisse,Berliner Weissbier,12.0,5.5,,White Birch Brewing,Hooksett,NH
Hop Session,American IPA,12.0,5.0,,White Birch Brewing,Hooksett,NH
Blueberry Berliner Weisse,Berliner Weissbier,12.0,5.5,,White Birch Brewing,Hooksett,NH
Berliner Weisse,Berliner Weissbier,12.0,5.5,,White Birch Brewing,Hooksett,NH
Super G IPA,American IPA,16.0,6.0,,White Flame Brewing Company,Hudsonville,MI
Hefe Lemon,Radler,12.0,4.9,30.0,Widmer Brothers Brewing Company,Portland,OR
Hefe Black,Hefeweizen,12.0,4.9,30.0,Widmer Brothers Brewing Company,Portland,OR
Widmer Brothers Hefeweizen,Hefeweizen,12.0,4.9,30.0,Widmer Brothers Brewing Company,Portland,OR
Hop Slayer Double IPA,American Double / Imperial IPA,12.0,8.2,100.0,Wild Onion Brewing Company,Lake Barrington,IL
Pumpkin Ale,Pumpkin Ale,12.0,4.5,,Wild Onion Brewing Company,Lake Barrington,IL
Big Bowl Blonde Ale,American Brown Ale,12.0,5.0,,Wild Onion Brewing Company,Lake Barrington,IL
Phat Chance,American Blonde Ale,12.0,5.2,27.0,Wild Onion Brewing Company,Lake Barrington,IL
Wild Onion Summer Wit,Witbier,12.0,4.2,13.0,Wild Onion Brewing Company,Lake Barrington,IL
Jack Stout,Oatmeal Stout,12.0,6.0,23.0,Wild Onion Brewing Company,Lake Barrington,IL
Wild Onion Pumpkin Ale,Pumpkin Ale,12.0,4.5,,Wild Onion Brewing Company,Lake Barrington,IL
Paddy Pale Ale,American Pale Ale (APA),12.0,5.6,41.0,Wild Onion Brewing Company,Lake Barrington,IL
Blonde Hunny,Belgian Pale Ale,12.0,6.8,21.0,Wild Wolf Brewing Company,Nellysford,VA
Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,12.0,5.7,20.0,Wild Wolf Brewing Company,Nellysford,VA
Wild Wolf American Pilsner,American Pilsner,12.0,4.5,25.0,Wild Wolf Brewing Company,Nellysford,VA
Alpha Ale,American Pale Ale (APA),12.0,5.1,45.0,Wild Wolf Brewing Company,Nellysford,VA
Mystical Stout,Irish Dry Stout,16.0,5.4,,Wildwood Brewing Company,Stevensville,MT
Bodacious Bock,Bock,16.0,7.5,,Wildwood Brewing Company,Stevensville,MT
Ambitious Lager,Munich Helles Lager,16.0,5.0,,Wildwood Brewing Company,Stevensville,MT
Wyoming Pale Ale,American Pale Ale (APA),16.0,7.2,,Wind River Brewing Company,Pinedale,WY
Wind River Blonde Ale,American Blonde Ale,16.0,5.0,,Wind River Brewing Company,Pinedale,WY
Ace IPA,American IPA,16.0,7.4,83.0,Wingman Brewers,Tacoma,WA
P-51 Porter,American Porter,16.0,8.0,31.0,Wingman Brewers,Tacoma,WA
#001 Golden Amber Lager,American Amber / Red Lager,12.0,5.5,,Wisconsin Brewing Company,Verona,WI
#002 American I.P.A.,American IPA,12.0,7.1,60.0,Wisconsin Brewing Company,Verona,WI
#003 Brown & Robust Porter,American Porter,12.0,5.2,,Wisconsin Brewing Company,Verona,WI
#004 Session I.P.A.,American IPA,12.0,4.8,38.0,Wisconsin Brewing Company,Verona,WI
Tarasque,Saison / Farmhouse Ale,12.0,5.9,,Wiseacre Brewing Company,Memphis,TN
Ananda India Pale Ale,American IPA,12.0,6.2,61.0,Wiseacre Brewing Company,Memphis,TN
Tiny Bomb,American Pilsner,12.0,4.5,23.0,Wiseacre Brewing Company,Memphis,TN
Train Hopper,American IPA,12.0,5.8,72.0,Witch's Hat Brewing Company,South Lyon,MI
Edward’s Portly Brown,American Brown Ale,12.0,4.5,,Witch's Hat Brewing Company,South Lyon,MI
Troopers Alley IPA,American IPA,12.0,5.9,135.0,Wolf Hills Brewing Company,Abingdon,VA
Wolverine Premium Lager,American Pale Lager,12.0,4.7,15.0,Wolverine State Brewing Company,Ann Arbor,MI
Woodchuck Amber Hard Cider,Cider,12.0,5.0,,Woodchuck Hard Cider,Middlebury,VT
4000 Footer IPA,American IPA,12.0,6.5,82.0,"Woodstock Inn, Station & Brewery",North Woodstock,NH
Summer Brew,American Pilsner,12.0,2.8,15.0,"Woodstock Inn, Station & Brewery",North Woodstock,NH
Be Hoppy IPA,American IPA,16.0,6.5,69.0,Wormtown Brewery,Worcester,MA
Worthy IPA,American IPA,12.0,6.9,69.0,Worthy Brewing Company,Bend,OR
Easy Day Kolsch,Kölsch,12.0,4.5,25.0,Worthy Brewing Company,Bend,OR
Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12.0,7.7,30.0,Worthy Brewing Company,Bend,OR
Worthy Pale,American Pale Ale (APA),12.0,6.0,50.0,Worthy Brewing Company,Bend,OR
Patty's Chile Beer,Chile Beer,12.0,4.2,,Wynkoop Brewing Company,Denver,CO
Colorojo Imperial Red Ale,American Strong Ale,12.0,8.2,,Wynkoop Brewing Company,Denver,CO
Wynkoop Pumpkin Ale,Pumpkin Ale,12.0,5.5,,Wynkoop Brewing Company,Denver,CO
Rocky Mountain Oyster Stout,American Stout,12.0,7.5,,Wynkoop Brewing Company,Denver,CO
Belgorado,Belgian IPA,12.0,6.7,45.0,Wynkoop Brewing Company,Denver,CO
Rail Yard Ale,American Amber / Red Ale,12.0,5.2,,Wynkoop Brewing Company,Denver,CO
B3K Black Lager,Schwarzbier,12.0,5.5,,Wynkoop Brewing Company,Denver,CO
Silverback Pale Ale,American Pale Ale (APA),12.0,5.5,40.0,Wynkoop Brewing Company,Denver,CO
